,Mail_Type,Mail_Message,transformed_text
3096,ham,moon has come to color your dreams  stars to make them musical and my sms to give you warm and peaceful sleep  good night,moon come color dream star make music sm give warm peac sleep good night
3097,ham,just finished eating  got u a plate  not leftovers this time ,finish eat got u plate leftov time
3098,ham,thanx a lot   ,thanx lot
3099,ham,hurry home u big butt  hang up on your last caller if u have to  food is done and i m starving  don t ask what i cooked ,hurri home u big butt hang last caller u food done starv ask cook
3100,ham,lol your right  what diet  everyday i cheat anyway  i m meant to be a fatty   ,lol right diet everyday cheat anyway meant fatti
3101,ham,its a great day  do have yourself a beautiful one ,great day beauti one
3102,ham,what happened in interview ,happen interview
3103,ham,badrith is only for chennai  i will surely pick for us  no competition for him ,badrith chennai sure pick us competit
3104,ham,i tot it s my group mate    lucky i havent reply    wat time do    need to leave    ,tot group mate lucki havent repli wat time need leav
3105,ham,hey you around  i ve got enough for a half   the ten i owe you,hey around got enough half ten owe
3106,ham,hey tmr maybe can meet you at yck,hey tmr mayb meet yck
3107,ham,alrite sam its nic just checkin that this is ur number so is it t b ,alrit sam nic checkin ur number b
3108,ham,they are just making it easy to pay back  i have   lt   gt  yrs to say but i can pay back earlier  you get ,make easi pay back lt gt yr say pay back earlier get
3109,ham,not to worry  i m sure you ll get it ,worri sure get
3110,ham,the gas station is like a block away from my house  you ll drive right by it since armenia ends at swann and you have to take howard,ga station like block away hous drive right sinc armenia end swann take howard
3111,spam,someone u know has asked our dating service 2 contact you  cant guess who  call 09058097189 now all will be revealed  pobox 6  ls15hb 150p ,someon u know ask date servic 2 contact cant guess call 09058097189 reveal pobox 6 ls15hb 150p
3112,spam,camera   you are awarded a sipix digital camera  call 09061221066 fromm landline  delivery within 28 days,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day
3113,ham,my tuition is at 330  hm we go for the 1120 to 1205 one  do you mind ,tuition 330 hm go 1120 1205 one mind
3114,ham,i m not smoking while people use  wylie smokes too much   to justify ruining my shit ,smoke peopl use wyli smoke much justifi ruin shit
3115,ham,dear good morning how you feeling dear,dear good morn feel dear
3116,ham,a little  meds say take once every 8 hours  it s only been 5 but pain is back  so i took another  hope i don t die,littl med say take everi 8 hour 5 pain back took anoth hope die
3117,ham,beautiful tomorrow never comes   when it comes  it s already today   in the hunt of beautiful tomorrow don t waste your wonderful today   goodmorning  ,beauti tomorrow never come come alreadi today hunt beauti tomorrow wast wonder today goodmorn
3118,ham,dunno lei    all decide lor  how abt leona  oops i tot ben is going n i msg him ,dunno lei decid lor abt leona oop tot ben go n msg
3119,ham,hi there  we have now moved in2 our pub   would be great 2 c u if u cud come up ,hi move in2 pub would great 2 c u u cud come
3120,spam,todays voda numbers ending 5226 are selected to receive a  350 award  if you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,today voda number end 5226 select receiv 350 award hava match pleas call 08712300220 quot claim code 1131 standard rate app
3121,spam,this message is free  welcome to the new   improved sex   dogging club  to unsubscribe from this service reply stop  msgs 150p 18 only,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p 18
3122,ham,just do what ever is easier for you,ever easier
3123,spam,rct  thnq adrian for u text  rgds vatian,rct thnq adrian u text rgd vatian
3124,ham,stop calling everyone saying i might have cancer  my throat hurts to talk  i can t be answering everyones calls  if i get one more call i m not babysitting on monday,stop call everyon say might cancer throat hurt talk answer everyon call get one call babysit monday
3125,ham,it ll be tough  but i ll do what i have to,tough
3126,ham,im gonnamissu so much  i would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract   luv yaxx,im gonnamissu much would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx
3127,ham,ee msg na poortiyagi odalebeku  hanumanji 7 name 1 hanuman 2 bajarangabali 3 maruti 4 pavanaputra 5 sankatmochan 6 ramaduth 7 mahaveer ee 7 name   lt   gt   janarige ivatte kalisidare next saturday olage ondu good news keluviri     maretare inde 1 dodda problum nalli siguviri idu matra   lt   gt    true   don t neglet ,ee msg na poortiyagi odalebeku hanumanji 7 name 1 hanuman 2 bajarangabali 3 maruti 4 pavanaputra 5 sankatmochan 6 ramaduth 7 mahav ee 7 name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind 1 dodda problum nalli siguviri idu matra lt gt true neglet
3128,ham,hi darlin i finish at 3 do u 1 2 pick me up or meet me  text back on this number luv kate xxx,hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx
3129,ham,set a place for me in your heart and not in your mind  as the mind easily forgets but the heart will always remember  wish you happy valentines day ,set place heart mind mind easili forget heart alway rememb wish happi valentin day
3130,ham,but i m surprised she still can guess right lor   ,surpris still guess right lor
3131,ham,okie    wan meet at bishan  cos me at bishan now  i m not driving today ,oki wan meet bishan co bishan drive today
3132,ham,hi darlin how was work did u get into trouble  ijust talked to your mum all morning  i had a really good time last night im goin out soon but call me if u can,hi darlin work u get troubl ijust talk mum morn realli good time last night im goin soon call u
3133,ham,i know you are serving  i mean what are you doing now ,know serv mean
3134,ham,huh    hyde park not in mel ah  opps  got confused    anyway  if tt s e best choice den we juz have to take it   ,huh hyde park mel ah opp got confus anyway tt e best choic den juz take
3135,ham,oh gei  that happend to me in tron  maybe ill dl it in 3d when its out,oh gei happend tron mayb ill dl 3d
3136,ham,i know girls always safe and selfish know i got it pa  thank you  good night ,know girl alway safe selfish know got pa thank good night
3137,ham,no worries  hope photo shoot went well  have a spiffing fun at workage  ,worri hope photo shoot went well spif fun workag
3138,ham,i m freezing and craving ice  fml,freez crave ice fml
3139,ham,kay    since we are out already ,kay sinc alreadi
3140,ham,eh sorry leh    i din c ur msg  not sad already lar  me watching tv now  u still in office ,eh sorri leh din c ur msg sad alreadi lar watch tv u still offic
3141,ham,yo im right by yo work,yo im right yo work
3142,ham,ok darlin i supose it was ok i just worry too much i have to do some film stuff my mate and then have to babysit again  but you can call me there xx,ok darlin supos ok worri much film stuff mate babysit call xx
3143,ham,i don wake since  i checked that stuff and saw that its true no available spaces  pls call the embassy or send a mail to them ,wake sinc check stuff saw true avail space pl call embassi send mail
3144,ham,nope    juz off from work   ,nope juz work
3145,ham,huh so fast    dat means u havent finished painting ,huh fast dat mean u havent finish paint
3146,ham, what number do u live at  is it 11 ,number u live 11
3147,ham,no we put party 7 days a week and study lightly  i think we need to draw in some custom checkboxes so they know we re hardcore,put parti 7 day week studi lightli think need draw custom checkbox know hardcor
3148,ham,sac will score big hundred he is set batsman   ,sac score big hundr set batsman
3149,ham,send me yetty s number pls ,send yetti number pl
3150,ham,how much it will cost approx   per month ,much cost approx per month
3151,ham,ok    the theory test  when are    going to book  i think it s on 21 may  coz thought wanna go out with jiayin  but she isnt free,ok theori test go book think 21 may coz thought wan na go jiayin isnt free
3152,spam,you are being contacted by our dating service by someone you know  to find out who it is  call from a land line 09050000928  pobox45w2tg150p,contact date servic someon know find call land line 09050000928 pobox45w2tg150p
3153,ham,that s fine  have him give me a call if he knows what he wants or has any questions,fine give call know want question
3154,ham,sorry  got a late start  we re on the way,sorri got late start way
3155,ham,then u go back urself lor   ,u go back urself lor
3156,ham,i am at the gas station  go there ,ga station go
3157,ham,k  if u bored up just come to my home  ,k u bore come home
3158,ham,babe      i love you       covers your face in kisses ,babe love cover face kiss
3159,ham,like i made him throw up when we were smoking in our friend s car one time  it was awesome,like made throw smoke friend car one time awesom
3160,ham,still i have not checked it da     ,still check da
3161,ham,you will go to walmart  i ll stay ,go walmart stay
3162,ham,i haven t forgotten you  i might have a couple bucks to send you tomorrow  k  i love ya too,forgotten might coupl buck send tomorrow k love ya
3163,ham,oh great  i ll disturb him more so that we can talk ,oh great disturb talk
3164,ham,reverse is cheating  that is not mathematics ,revers cheat mathemat
3165,ham,u re welcome    caught u using broken english again   ,u welcom caught u use broken english
